"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","significance"
4.64499885452207e-10,0.970997169635254,0.121,0.032,1.23584839523414e-05,"TGFBR1","Excitatory Neurons","Up in AUD"
4.66584943460338e-10,0.293610344307352,0.233,0.097,1.24139590057058e-05,"SIRT1","Excitatory Neurons","Up in AUD"
4.68526823949338e-10,0.301734454545197,0.318,0.151,1.24656246779961e-05,"SMYD2","Excitatory Neurons","Up in AUD"
4.70624221489718e-10,0.463418016226057,0.22,0.09,1.25214280369554e-05,"GID8","Excitatory Neurons","Up in AUD"
4.71193748478733e-10,0.154713915654421,0.321,0.152,1.25365808720252e-05,"PNPLA8","Excitatory Neurons","Not significant"
4.72077209189539e-10,0.250962704921807,0.307,0.143,1.25600862276969e-05,"RHOT2","Excitatory Neurons","Up in AUD"
4.72663980588831e-10,0.736730124282399,0.16,0.054,1.25756978675464e-05,"PFDN4","Excitatory Neurons","Up in AUD"
4.84512972614762e-10,-0.435268847728578,0.933,0.92,1.28909521493883e-05,"MMP16","Excitatory Neurons","Up in Control"
4.84698921917986e-10,0.287951184302931,0.291,0.133,1.28958995165499e-05,"NOL9","Excitatory Neurons","Up in AUD"
4.84929279116798e-10,0.208658560389696,0.544,0.295,1.29020284001815e-05,"FAM168B","Excitatory Neurons","Not significant"
4.88155843937931e-10,0.519363874048746,0.341,0.17,1.29878743838126e-05,"FRG1-DT","Excitatory Neurons","Up in AUD"
4.89084436374133e-10,0.618622012600009,0.13,0.037,1.30125805141702e-05,"GGCX","Excitatory Neurons","Up in AUD"
5.0051518894492e-10,0.860233315135299,0.131,0.038,1.33167071170685e-05,"TRABD2A","Excitatory Neurons","Up in AUD"
5.01328052936486e-10,0.175237812882413,0.277,0.122,1.33383341764282e-05,"ASAH1","Excitatory Neurons","Not significant"
5.03701861966713e-10,0.200293571356051,0.32,0.151,1.34014917394864e-05,"CEP57L1","Excitatory Neurons","Not significant"
5.07220275456127e-10,0.543267911875598,0.165,0.056,1.34951026487857e-05,"CDADC1","Excitatory Neurons","Up in AUD"
5.09885734463278e-10,0.744418857627968,0.169,0.059,1.356601985113e-05,"CRIPT","Excitatory Neurons","Up in AUD"
5.10509856784145e-10,0.66392313066332,0.197,0.077,1.3582625249599e-05,"ARV1","Excitatory Neurons","Up in AUD"
5.10614235886645e-10,0.265620823184157,0.853,0.58,1.35854023600001e-05,"KMT2C","Excitatory Neurons","Up in AUD"
5.12316434031226e-10,0.5601499108047,0.174,0.062,1.36306910438348e-05,"ARSJ","Excitatory Neurons","Up in AUD"
5.17166944865543e-10,0.353535562510187,0.254,0.11,1.37597437350926e-05,"FECH","Excitatory Neurons","Up in AUD"
5.18413739304523e-10,0.596061592242716,0.128,0.036,1.37929159479361e-05,"RSAD1","Excitatory Neurons","Up in AUD"
5.27889116456568e-10,0.688172733285732,0.139,0.042,1.40450178324434e-05,"KIAA1522","Excitatory Neurons","Up in AUD"
5.29261066518825e-10,0.752807142626975,0.149,0.048,1.40815199357999e-05,"MARC1","Excitatory Neurons","Up in AUD"
5.40375403801312e-10,0.659004929438906,0.243,0.108,1.43772279935377e-05,"MIDN","Excitatory Neurons","Up in AUD"
5.40990090208058e-10,0.44482335297208,0.165,0.056,1.43935823400756e-05,"DUSP11","Excitatory Neurons","Up in AUD"
5.44375577377271e-10,0.184190550406267,0.789,0.475,1.44836566116997e-05,"KLC1","Excitatory Neurons","Not significant"
5.46038967673261e-10,0.367898507776625,0.202,0.078,1.45279127739148e-05,"UGDH-AS1","Excitatory Neurons","Up in AUD"
5.50907470858548e-10,0.312441202842791,0.345,0.168,1.46574441696625e-05,"LINC02062","Excitatory Neurons","Up in AUD"
5.56039743607973e-10,0.288395305818026,0.783,0.499,1.47939934184337e-05,"C1orf21","Excitatory Neurons","Up in AUD"
5.60653691705619e-10,1.16065404263774,0.108,0.026,1.49167521215197e-05,"LINC01719","Excitatory Neurons","Up in AUD"
5.70309660487842e-10,-0.447940012007559,0.872,0.842,1.51736588269395e-05,"KCTD16","Excitatory Neurons","Up in Control"
5.72922781618558e-10,0.638169638794847,0.139,0.042,1.52431835277434e-05,"PLCXD2","Excitatory Neurons","Up in AUD"
5.75306347066235e-10,0.695699899807913,0.499,0.323,1.53066006700442e-05,"DGKG","Excitatory Neurons","Up in AUD"
5.77683935689832e-10,0.437290245692785,0.185,0.068,1.53698587929637e-05,"ZNF529-AS1","Excitatory Neurons","Up in AUD"
5.79789768921152e-10,1.28858013386336,0.108,0.026,1.54258865919162e-05,"KCNK15-AS1","Excitatory Neurons","Up in AUD"
5.80756010255306e-10,0.794559215778914,0.126,0.036,1.54515944088527e-05,"CARD19","Excitatory Neurons","Up in AUD"
5.81054370609375e-10,0.239875166310282,0.247,0.104,1.5459532584433e-05,"CLPX","Excitatory Neurons","Not significant"
5.82510051863251e-10,0.767599823520165,0.202,0.08,1.54982624398737e-05,"NDC1","Excitatory Neurons","Up in AUD"
5.84040867322311e-10,1.4823103938735,0.121,0.034,1.55389913159774e-05,"KNTC1","Excitatory Neurons","Up in AUD"
5.84943999890092e-10,0.812069861863189,0.142,0.044,1.55630200610758e-05,"ZNF787","Excitatory Neurons","Up in AUD"
5.91389275988879e-10,0.742621700953514,0.123,0.034,1.57345030769601e-05,"WIPF1","Excitatory Neurons","Up in AUD"
5.97764967446384e-10,0.24511867718861,0.607,0.36,1.59041347238785e-05,"PDE3B","Excitatory Neurons","Not significant"
6.04012937852915e-10,0.976312711053524,0.124,0.035,1.60703682245147e-05,"MTRF1","Excitatory Neurons","Up in AUD"
6.09300521619238e-10,0.440174035373785,0.384,0.199,1.62110496782014e-05,"RCOR1","Excitatory Neurons","Up in AUD"
6.14352665939178e-10,0.145234444724943,0.435,0.226,1.63454670299778e-05,"FARSB","Excitatory Neurons","Not significant"
6.15336294042065e-10,0.478805022285977,0.165,0.058,1.63716374392832e-05,"PHF7","Excitatory Neurons","Up in AUD"
6.25560368661271e-10,0.782265267662755,0.144,0.046,1.66436591686018e-05,"ZNF641","Excitatory Neurons","Up in AUD"
6.27230263748921e-10,0.664830411342813,0.188,0.072,1.66880883973038e-05,"RPIA","Excitatory Neurons","Up in AUD"
6.27312741802582e-10,0.26671194762594,0.925,0.748,1.66902828083995e-05,"SSH2","Excitatory Neurons","Up in AUD"
6.28036055054719e-10,0.455765017948229,0.172,0.061,1.67095272807859e-05,"DDX21","Excitatory Neurons","Up in AUD"
6.29876907055316e-10,0.493722053107199,0.217,0.089,1.67585049891137e-05,"MAP7D1","Excitatory Neurons","Up in AUD"
6.35066126992885e-10,0.598179844701664,0.16,0.054,1.68965693747727e-05,"COX15","Excitatory Neurons","Up in AUD"
6.4170022386029e-10,0.156294133468211,0.48,0.256,1.70730761560269e-05,"LIN52","Excitatory Neurons","Not significant"
6.41861391213523e-10,0.579865974915763,0.268,0.124,1.7077364174627e-05,"AL359232.1","Excitatory Neurons","Up in AUD"
6.52655620186402e-10,0.664645098462426,0.133,0.04,1.73645554306794e-05,"DCTD","Excitatory Neurons","Up in AUD"
6.5337118710548e-10,0.431402421960274,0.16,0.054,1.73835938041284e-05,"APAF1","Excitatory Neurons","Up in AUD"
6.55004234340599e-10,0.25105486378793,0.575,0.327,1.7427042658866e-05,"KATNBL1","Excitatory Neurons","Up in AUD"
6.56047861686002e-10,0.233783551805014,0.362,0.181,1.74548094080178e-05,"BRWD3","Excitatory Neurons","Not significant"
6.613776943298e-10,0.285012749388496,0.252,0.109,1.75966149353386e-05,"SRSF12","Excitatory Neurons","Up in AUD"
6.64837551338006e-10,0.721073071262065,0.133,0.04,1.7688667890899e-05,"IPP","Excitatory Neurons","Up in AUD"
6.65438344214089e-10,0.636262649790214,0.222,0.092,1.77046525861601e-05,"SERAC1","Excitatory Neurons","Up in AUD"
6.69293003559365e-10,0.523597798129776,0.202,0.08,1.78072096527005e-05,"RPL7A","Excitatory Neurons","Up in AUD"
6.71202747423711e-10,0.394988136086575,0.229,0.095,1.78580202979553e-05,"PSMB1","Excitatory Neurons","Up in AUD"
6.79967663582143e-10,0.485252151009709,0.149,0.048,1.80912196572665e-05,"UBR7","Excitatory Neurons","Up in AUD"
6.81177698250215e-10,0.668022966047021,0.202,0.08,1.81234138396452e-05,"OSBPL11","Excitatory Neurons","Up in AUD"
6.81192251737444e-10,1.26213590770572,0.103,0.024,1.81238010497264e-05,"LINC00240","Excitatory Neurons","Up in AUD"
6.82478643481211e-10,0.372321472448898,0.243,0.104,1.81580267884611e-05,"B3GAT3","Excitatory Neurons","Up in AUD"
6.83182586849143e-10,0.628340972578143,0.142,0.044,1.81767559057083e-05,"ZNF213-AS1","Excitatory Neurons","Up in AUD"
6.84768228692184e-10,0.724343060746955,0.24,0.107,1.82189434925843e-05,"LRGUK","Excitatory Neurons","Up in AUD"
6.87872635926213e-10,0.308951984589915,0.243,0.103,1.83015393514528e-05,"DBT","Excitatory Neurons","Up in AUD"
6.89095741685753e-10,1.13121857532125,0.119,0.032,1.83340813032911e-05,"ZNF136","Excitatory Neurons","Up in AUD"
6.93520766710592e-10,0.318822832867014,0.146,0.047,1.8451813519102e-05,"NOL8","Excitatory Neurons","Up in AUD"
7.02132538634867e-10,0.498908172075182,0.131,0.038,1.86809383229193e-05,"NOP14","Excitatory Neurons","Up in AUD"
7.12522789611158e-10,0.137835749430032,0.622,0.34,1.89573813403945e-05,"OGT","Excitatory Neurons","Not significant"
7.19686131909712e-10,1.09337448197908,0.153,0.052,1.91479692255898e-05,"SETD1A","Excitatory Neurons","Up in AUD"
7.20566375370105e-10,0.1933392362948,0.385,0.193,1.9171388983097e-05,"ITGB1BP1","Excitatory Neurons","Not significant"
7.23155688891847e-10,0.673417257911798,0.144,0.046,1.92402802586565e-05,"TADA1","Excitatory Neurons","Up in AUD"
7.35925829869521e-10,0.204270660665358,0.38,0.192,1.95800426295085e-05,"WASF3","Excitatory Neurons","Not significant"
7.3703181965894e-10,0.196055490041369,0.394,0.198,1.96094685938458e-05,"KCNA2","Excitatory Neurons","Not significant"
7.44350786499714e-10,0.267487403341485,0.533,0.295,1.98041970256114e-05,"SMC5","Excitatory Neurons","Up in AUD"
7.53602071791848e-10,0.168819040603982,0.339,0.162,2.00503367220939e-05,"TCEA1","Excitatory Neurons","Not significant"
7.58297518227641e-10,0.30354132479809,0.709,0.435,2.01752637699646e-05,"UBAC2","Excitatory Neurons","Up in AUD"
7.64258522697e-10,0.26786225009523,0.675,0.407,2.03338622548764e-05,"NRF1","Excitatory Neurons","Up in AUD"
7.70900824378752e-10,0.248868467302136,0.284,0.13,2.05105873334211e-05,"ALG9","Excitatory Neurons","Not significant"
7.7280383714611e-10,0.245062565935715,0.572,0.322,2.05612188911094e-05,"ZDBF2","Excitatory Neurons","Not significant"
7.77122620945907e-10,0.804110304762538,0.261,0.124,2.06761244528868e-05,"CNTNAP3B","Excitatory Neurons","Up in AUD"
7.82538658308891e-10,0.701491026051849,0.153,0.05,2.08202235429664e-05,"PSMD8","Excitatory Neurons","Up in AUD"
7.87251495495749e-10,1.0808855835209,0.121,0.034,2.09456132891599e-05,"COPS7A","Excitatory Neurons","Up in AUD"
7.89725031416824e-10,0.544378968338172,0.245,0.107,2.1011424185876e-05,"IQCH","Excitatory Neurons","Up in AUD"
7.91548127283358e-10,0.412922707021513,0.314,0.156,2.1059929474501e-05,"FGD4","Excitatory Neurons","Up in AUD"
7.91909252463753e-10,0.780620437771306,0.178,0.066,2.10695375710506e-05,"ATP7B","Excitatory Neurons","Up in AUD"
7.92699577963074e-10,0.811720099705816,0.16,0.055,2.10905649712855e-05,"AC090241.2","Excitatory Neurons","Up in AUD"
8.1354531757029e-10,0.133847497118614,0.378,0.188,2.16451867192751e-05,"IMMP1L","Excitatory Neurons","Not significant"
8.2097949469396e-10,0.583470734007283,0.144,0.046,2.18429804358275e-05,"GTF2H5","Excitatory Neurons","Up in AUD"
8.21937309234254e-10,0.13123942992274,0.627,0.365,2.18684640494866e-05,"RCOR3","Excitatory Neurons","Not significant"
8.23013689987124e-10,0.915072061710834,0.126,0.036,2.18971022357974e-05,"INTS14","Excitatory Neurons","Up in AUD"
8.24345386952928e-10,0.335515809912698,0.24,0.103,2.19325333652696e-05,"ZNF24","Excitatory Neurons","Up in AUD"
8.24943587187182e-10,0.379706494805081,0.19,0.072,2.19484490807022e-05,"ARHGAP18","Excitatory Neurons","Up in AUD"
8.26215313936218e-10,0.125832582015995,0.348,0.167,2.1982284642587e-05,"SNAPC3","Excitatory Neurons","Not significant"
8.28109029245307e-10,0.349693068177165,0.867,0.613,2.20326688321006e-05,"NPAS2","Excitatory Neurons","Up in AUD"
8.41526760699303e-10,0.486294667118437,0.195,0.077,2.23896609951657e-05,"ATP5PF","Excitatory Neurons","Up in AUD"
8.46704554002684e-10,0.27366297005092,0.274,0.122,2.25274213637954e-05,"PDE1B","Excitatory Neurons","Up in AUD"
8.50589516824362e-10,1.0699921440456,0.112,0.029,2.2630784684629e-05,"CCDC159","Excitatory Neurons","Up in AUD"
8.51463491984812e-10,0.917262018714466,0.105,0.025,2.26540376677479e-05,"TRPC3","Excitatory Neurons","Up in AUD"
8.56174865216156e-10,0.874837865164642,0.165,0.059,2.2779388463941e-05,"PPIL6","Excitatory Neurons","Up in AUD"
8.61894446276845e-10,0.618734259924155,0.158,0.054,2.29315636376417e-05,"TTLL12","Excitatory Neurons","Up in AUD"
8.63998878537206e-10,0.327197858062815,0.218,0.089,2.29875541623609e-05,"SNRPA1","Excitatory Neurons","Up in AUD"
8.64623898090579e-10,0.424179366527547,0.675,0.449,2.3004183432598e-05,"RFTN1","Excitatory Neurons","Up in AUD"
8.81563514002585e-10,0.196016598070268,0.664,0.387,2.34548788535528e-05,"PLPP1","Excitatory Neurons","Not significant"
9.04113389378975e-10,0.333144335885059,0.304,0.144,2.4054840837817e-05,"CFAP69","Excitatory Neurons","Up in AUD"
9.09405515782999e-10,0.464470118547871,0.243,0.106,2.41956431529225e-05,"CTDSP2","Excitatory Neurons","Up in AUD"
9.12912407596395e-10,1.13900941110717,0.105,0.025,2.42889475165097e-05,"AKR1A1","Excitatory Neurons","Up in AUD"
9.14843954344139e-10,0.315219437830778,0.279,0.126,2.43403382492802e-05,"CBWD1","Excitatory Neurons","Up in AUD"
9.15178890176803e-10,1.53142916461658,0.119,0.034,2.4349249552044e-05,"AC007686.4","Excitatory Neurons","Up in AUD"
9.17889193404388e-10,0.183616336173563,0.471,0.247,2.44213598797171e-05,"PTPN12","Excitatory Neurons","Not significant"
9.18278493270724e-10,0.80026228532,0.139,0.043,2.44317175919609e-05,"CATSPERB","Excitatory Neurons","Up in AUD"
9.19826226222416e-10,0.30147807434374,0.89,0.658,2.44728965748736e-05,"SNAP91","Excitatory Neurons","Up in AUD"
9.24830078736445e-10,0.882434536035968,0.121,0.034,2.46060290748618e-05,"RUVBL2","Excitatory Neurons","Up in AUD"
9.25064915599017e-10,0.256165542340183,0.948,0.794,2.46122771444274e-05,"FAF1","Excitatory Neurons","Up in AUD"
9.31101521398724e-10,0.909202967862273,0.114,0.03,2.47728870783345e-05,"VRK2","Excitatory Neurons","Up in AUD"
9.31771400285007e-10,0.310160551683575,0.361,0.18,2.47907098759829e-05,"RTTN","Excitatory Neurons","Up in AUD"
9.38784933716774e-10,0.266245478327613,0.206,0.08,2.49773119464685e-05,"TMPO","Excitatory Neurons","Up in AUD"
9.48594523291393e-10,0.437970563335237,0.316,0.154,2.52383058866908e-05,"EPHA10","Excitatory Neurons","Up in AUD"
9.55608593615791e-10,0.608881622731188,0.149,0.049,2.54249222417417e-05,"SLC6A1","Excitatory Neurons","Up in AUD"
9.56505692180346e-10,0.481814379501633,0.261,0.118,2.54487904461503e-05,"TRHDE-AS1","Excitatory Neurons","Up in AUD"
9.64187438133535e-10,0.1759771552773,0.291,0.133,2.56531709789808e-05,"TGOLN2","Excitatory Neurons","Not significant"
9.67399574727888e-10,0.217860004292085,0.394,0.198,2.57386330852102e-05,"MEF2D","Excitatory Neurons","Not significant"
9.68836122732606e-10,1.45811001082386,0.108,0.028,2.57768538814237e-05,"MTHFSD","Excitatory Neurons","Up in AUD"
9.69928386305257e-10,0.405592877872375,0.24,0.104,2.58059146460377e-05,"RNF14","Excitatory Neurons","Up in AUD"
9.75156459654577e-10,0.208917096556266,0.345,0.168,2.59450127655697e-05,"AL355472.2","Excitatory Neurons","Not significant"
9.84750563600773e-10,0.7348449988852,0.144,0.047,2.62002734951622e-05,"SHFL","Excitatory Neurons","Up in AUD"
9.8489697477437e-10,0.44980239593148,0.167,0.059,2.62041689108469e-05,"DLST","Excitatory Neurons","Up in AUD"
9.93902959113772e-10,0.306483192089946,0.769,0.489,2.6443782130181e-05,"UVRAG","Excitatory Neurons","Up in AUD"
9.98071138161965e-10,1.24157840126051,0.101,0.024,2.65546807019372e-05,"SLC6A16","Excitatory Neurons","Up in AUD"
9.98472698728186e-10,0.116279412827644,0.286,0.13,2.65653646223621e-05,"SEC23IP","Excitatory Neurons","Not significant"
9.99730167774387e-10,-0.33785118689189,0.956,0.904,2.65988208438054e-05,"MEF2C","Excitatory Neurons","Up in Control"
1.00608947445644e-09,0.186185994864677,0.503,0.271,2.6768016557388e-05,"SCG5","Excitatory Neurons","Not significant"
1.00976514853041e-09,0.344984632766657,0.249,0.109,2.68658115418001e-05,"KCNA1","Excitatory Neurons","Up in AUD"
1.01140081079286e-09,0.451924980869731,0.204,0.082,2.69093299719547e-05,"NUP155","Excitatory Neurons","Up in AUD"
1.01987316389675e-09,0.248110231123015,0.552,0.311,2.7134745398637e-05,"MEGF9","Excitatory Neurons","Not significant"
1.02182884962166e-09,0.33092339434541,0.222,0.092,2.71867783730339e-05,"CLUH","Excitatory Neurons","Up in AUD"
1.03187701574694e-09,0.382464258394465,0.21,0.084,2.74541198809632e-05,"LRRC8A","Excitatory Neurons","Up in AUD"
1.04528720722971e-09,0.932888459416122,0.151,0.052,2.78109114355535e-05,"DUSP14","Excitatory Neurons","Up in AUD"
1.05842867169493e-09,0.983005795574975,0.114,0.03,2.81605532391152e-05,"PARD6G-AS1","Excitatory Neurons","Up in AUD"
1.06309694511442e-09,0.229879711279854,0.29,0.134,2.82847573217143e-05,"CWC22","Excitatory Neurons","Not significant"
1.06484445471452e-09,0.678349407497294,0.167,0.06,2.83312515621346e-05,"BCL9L","Excitatory Neurons","Up in AUD"
1.07264282116791e-09,0.292557669988119,0.892,0.615,2.85387348999934e-05,"GTF2I","Excitatory Neurons","Up in AUD"
1.07910741421417e-09,0.611733039860613,0.179,0.067,2.87107318625822e-05,"C16orf72","Excitatory Neurons","Up in AUD"
1.08013573376132e-09,0.213502970471162,0.609,0.353,2.87380913324538e-05,"NAA25","Excitatory Neurons","Not significant"
1.08133063171815e-09,-0.431490001701049,0.957,0.826,2.8769882787493e-05,"GRIN1","Excitatory Neurons","Up in Control"
1.0880096085039e-09,0.271983665171054,0.767,0.483,2.89475836438548e-05,"ZMYM4","Excitatory Neurons","Up in AUD"
1.09602046982394e-09,1.23969241591085,0.108,0.028,2.91607206201358e-05,"C5AR1","Excitatory Neurons","Up in AUD"
1.10395421714094e-09,0.275529419303257,0.844,0.577,2.93718059012518e-05,"SDCCAG8","Excitatory Neurons","Up in AUD"
1.10897307435932e-09,0.571510090736478,0.149,0.049,2.95053376164041e-05,"C7orf26","Excitatory Neurons","Up in AUD"
1.11018136671812e-09,0.979963174248546,0.156,0.055,2.95374854429024e-05,"NXN","Excitatory Neurons","Up in AUD"
1.11023463286987e-09,1.21994126430674,0.115,0.031,2.95389026421358e-05,"DPCD","Excitatory Neurons","Up in AUD"
1.11081765717261e-09,1.3450220190939,0.101,0.024,2.95544145867346e-05,"AL512380.2","Excitatory Neurons","Up in AUD"
1.11853705195089e-09,0.23677504365484,0.213,0.085,2.97597968042053e-05,"SENP1","Excitatory Neurons","Not significant"
1.11924363391352e-09,0.35105278611812,0.311,0.15,2.9778596123903e-05,"TTC27","Excitatory Neurons","Up in AUD"
1.12693843067286e-09,0.204291794202336,0.266,0.12,2.9983323886482e-05,"NDUFA13","Excitatory Neurons","Not significant"
1.12802424797317e-09,0.380075656809445,0.233,0.1,3.00122131415743e-05,"GOLIM4","Excitatory Neurons","Up in AUD"
1.13507694293138e-09,0.294015079606607,0.25,0.109,3.01998571436324e-05,"MLH1","Excitatory Neurons","Up in AUD"
1.13764681076345e-09,0.653659670217429,0.183,0.07,3.02682310471723e-05,"MCFD2","Excitatory Neurons","Up in AUD"
1.14317032020371e-09,0.334947254429766,0.869,0.593,3.04151895393398e-05,"TRMT11","Excitatory Neurons","Up in AUD"
1.14852451536155e-09,0.130063503879887,0.419,0.217,3.05576432557093e-05,"SCG3","Excitatory Neurons","Not significant"
1.15100344861824e-09,0.229546633925439,0.636,0.372,3.06235977539369e-05,"RNF115","Excitatory Neurons","Not significant"
1.15227459931366e-09,0.626617121639718,0.158,0.054,3.06574179893392e-05,"PGM1","Excitatory Neurons","Up in AUD"
1.18022951103812e-09,0.247598944601593,0.453,0.242,3.14011863706802e-05,"AFG1L","Excitatory Neurons","Not significant"
1.18846743966953e-09,0.31690157874481,0.81,0.57,3.16203646998476e-05,"TMEM14B","Excitatory Neurons","Up in AUD"
1.18943020178519e-09,0.10865232958763,0.321,0.154,3.16459799486966e-05,"QSOX1","Excitatory Neurons","Not significant"
1.192117408576e-09,1.32082468827691,0.11,0.029,3.17174757725731e-05,"TIMM21","Excitatory Neurons","Up in AUD"
1.19723480565511e-09,0.455394858214484,0.231,0.1,3.185362923926e-05,"AL136317.2","Excitatory Neurons","Up in AUD"
1.19761516597367e-09,0.460329954981228,0.19,0.073,3.18637491058955e-05,"EIF4H","Excitatory Neurons","Up in AUD"
1.20489716495546e-09,-1.97481964100321,0.131,0.244,3.20574939708049e-05,"CRIP2","Excitatory Neurons","Up in Control"
1.21949122444907e-09,0.29165731203991,0.373,0.19,3.2445783517692e-05,"LHFPL5","Excitatory Neurons","Up in AUD"
1.23306578919746e-09,0.100951989721897,0.22,0.09,3.28069483873876e-05,"AC096564.1","Excitatory Neurons","Not significant"
1.23436868346097e-09,1.27717098532795,0.108,0.028,3.28416131921625e-05,"OCIAD2","Excitatory Neurons","Up in AUD"
1.23692722884205e-09,0.306358883261229,0.181,0.067,3.29096858505715e-05,"ELMO2","Excitatory Neurons","Up in AUD"
1.23792665398067e-09,0.239680187773352,0.714,0.423,3.29362765558097e-05,"VEZT","Excitatory Neurons","Not significant"
1.2392865904738e-09,1.04740501853513,0.117,0.032,3.29724590261459e-05,"LINC01234","Excitatory Neurons","Up in AUD"
1.24479613833176e-09,-2.12955710136155,0.105,0.214,3.31190460564547e-05,"GNG3","Excitatory Neurons","Up in Control"
1.25555016890179e-09,0.22666170094838,0.187,0.071,3.34051677938011e-05,"CBWD6","Excitatory Neurons","Not significant"
1.26264303870493e-09,0.759431491322101,0.142,0.046,3.35938806877833e-05,"C6orf136","Excitatory Neurons","Up in AUD"
1.26952722060523e-09,-2.89056385288512,0.025,0.112,3.37770412314227e-05,"FREM3","Excitatory Neurons","Up in Control"
1.27563206636354e-09,0.466619679303936,0.211,0.086,3.39394667576684e-05,"TSPAN17","Excitatory Neurons","Up in AUD"
1.28478546975828e-09,0.247611704274076,0.95,0.854,3.41830022083889e-05,"ARID1B","Excitatory Neurons","Not significant"
1.29349744685614e-09,0.346935540225175,0.226,0.095,3.44147930710544e-05,"HAGHL","Excitatory Neurons","Up in AUD"
1.30039327576329e-09,0.233014344123975,0.574,0.325,3.4598263494958e-05,"CHKA","Excitatory Neurons","Not significant"
1.30185613838472e-09,0.708411977924017,0.162,0.058,3.4637184417864e-05,"PLD1","Excitatory Neurons","Up in AUD"
1.30503887651587e-09,0.595700615533778,0.197,0.079,3.47218643485814e-05,"AMER3","Excitatory Neurons","Up in AUD"
1.31081013471215e-09,0.880036639907303,0.153,0.052,3.48754144441513e-05,"ZNF334","Excitatory Neurons","Up in AUD"
1.32345806107584e-09,0.111323259020912,0.401,0.21,3.52119251729837e-05,"ANKRD44","Excitatory Neurons","Not significant"
1.3388814675225e-09,-0.560546319529592,0.819,0.754,3.56222803249037e-05,"SUPT3H","Excitatory Neurons","Up in Control"
1.34164076297353e-09,0.941020995080303,0.135,0.042,3.56956941396738e-05,"SP2","Excitatory Neurons","Up in AUD"
1.34164750345518e-09,0.264450753899379,0.314,0.15,3.56958734769285e-05,"TMA7","Excitatory Neurons","Up in AUD"
1.3503444447198e-09,0.466998047745246,0.201,0.079,3.59272642962151e-05,"STK36","Excitatory Neurons","Up in AUD"
1.35137544626217e-09,0.388719450461574,0.261,0.116,3.59546951232514e-05,"TMEM168","Excitatory Neurons","Up in AUD"
1.37266488004247e-09,0.230535157851091,0.3,0.14,3.652112179841e-05,"PRRC2A","Excitatory Neurons","Not significant"
1.37444892086331e-09,0.622433886907364,0.195,0.078,3.65685879884893e-05,"AC004784.1","Excitatory Neurons","Up in AUD"
1.39204205671924e-09,1.87299755633469,0.162,0.06,3.7036670961072e-05,"ADAMTS17","Excitatory Neurons","Up in AUD"
1.39411328901296e-09,0.163925086726254,0.3,0.14,3.70917781674788e-05,"ZNF720","Excitatory Neurons","Not significant"
1.39809733727766e-09,1.29249288012588,0.114,0.031,3.71977777556094e-05,"LOXHD1","Excitatory Neurons","Up in AUD"
1.40211714133074e-09,0.583131708284687,0.192,0.076,3.73047286622457e-05,"DCAF17","Excitatory Neurons","Up in AUD"
1.41020303444557e-09,0.31585589665507,0.883,0.651,3.75198619344589e-05,"ATRX","Excitatory Neurons","Up in AUD"
1.42233358195499e-09,0.783610592572541,0.101,0.024,3.78426072814943e-05,"SBNO2","Excitatory Neurons","Up in AUD"
1.42614332473381e-09,0.964341121248267,0.126,0.037,3.79439692978678e-05,"ADIPOR1","Excitatory Neurons","Up in AUD"
1.43291037099127e-09,0.595862980712888,0.115,0.031,3.81240133305937e-05,"LZTR1","Excitatory Neurons","Up in AUD"
1.43296035006238e-09,0.135108817874554,0.604,0.342,3.81253430737597e-05,"ATXN7","Excitatory Neurons","Not significant"
1.45676988185894e-09,0.330794449920419,0.856,0.604,3.87588194767388e-05,"TIAM2","Excitatory Neurons","Up in AUD"
1.47200945161455e-09,0.852318550926817,0.147,0.049,3.91642834696568e-05,"ZBTB34","Excitatory Neurons","Up in AUD"
1.49798397982682e-09,0.438984481268017,0.202,0.082,3.98553617672724e-05,"GABPB1","Excitatory Neurons","Up in AUD"
1.50080852494106e-09,1.12873788167996,0.11,0.029,3.99305116145818e-05,"FUCA1","Excitatory Neurons","Up in AUD"
1.51356915322044e-09,0.29356707137007,0.243,0.107,4.0270020890583e-05,"LGALS8","Excitatory Neurons","Up in AUD"
1.54588685388993e-09,0.307084364523105,0.583,0.341,4.11298656345954e-05,"ELOVL6","Excitatory Neurons","Up in AUD"
1.55445251229034e-09,0.719048437545452,0.115,0.031,4.13577635419967e-05,"HYLS1","Excitatory Neurons","Up in AUD"
1.55644648632852e-09,-1.01165311417543,0.57,0.555,4.14108152152567e-05,"CXXC5","Excitatory Neurons","Up in Control"
1.57168867957035e-09,-0.845321456913816,0.661,0.618,4.18163490086488e-05,"ENC1","Excitatory Neurons","Up in Control"
1.58030945326727e-09,1.38513822994214,0.103,0.025,4.20457133136289e-05,"AC135050.3","Excitatory Neurons","Up in AUD"
1.58126398393647e-09,0.458223722203199,0.131,0.04,4.20711095566137e-05,"CYP2E1","Excitatory Neurons","Up in AUD"
1.58481513272173e-09,0.266930757259784,0.735,0.461,4.21655914211944e-05,"MIPOL1","Excitatory Neurons","Up in AUD"
1.59063538841725e-09,1.22092490522363,0.121,0.035,4.23204451442293e-05,"CCDC144NL","Excitatory Neurons","Up in AUD"
